Series,Movie,Critic Review,Compound,Negative,Neutral,Positive
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Way-neato Sith is, but its screenplay's logic I understand not.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"""Hey, you got politics all over my mythology!"" ""No, you got mythology all over my politics!"" Guess what? You can have both!",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,It turns out I'm still afraid of the Dark Side.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"There's precious little of the wonder and charm of the original Stars Wars films in this big, loud, and mostly empty spectacle.",0.5106,0.174,0.547,0.28
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"When the aim is pure visual spectacle, the results are brilliantly exciting. When the aim is heart-touching drama, though, the movie falls apart.",0.802,0.0,0.745,0.255
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,It's revenge of the Star Wars fan.,-0.6908,0.526,0.301,0.173
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Flat performances and even flatter dialogue give the final Star Wars prequel a hollow ring.,-0.4939,0.212,0.706,0.082
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The lurid attraction of Revenge of the Sith stems from its utter predictability, from our knowledge that this is the payoff for which five earlier films over 28 years were but one elaborate Greek chorus.",-0.0516,0.059,0.887,0.054
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Be still our little saber-loving hearts! It's here...,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It's the only new prequel that doesn't feel like robots were behind the camera, and the most thrilling, enthralling and tragic episode since Empire.",-0.182,0.173,0.712,0.115
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"If you can use Jedi mind tricks to gloss over the trite dialogue and stiff acting, Revenge of the Sith is going to give you the big payoff you've been waiting for.",-0.6908,0.188,0.812,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The Force will be with us always -- and, after seeing Revenge of the Sith, you'll once again remember why.",-0.5267,0.152,0.848,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"I got frustrated with the high cheesy factor (disappointed in the acting I was), but I never got bored.",0.0054,0.119,0.76,0.121
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Star Wars: Episode III - Revenge of the Sith is the movie we've been waiting for, the movie that should have been made all along.",-0.7906,0.241,0.759,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"For once, the words 'A long time ago in a galaxy far, far away' seem ironic, and it's hard to watch what follows without drawing comparisons to our own political landscape.",-0.2263,0.094,0.906,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Limbs are lost, people die, destruction is widespread, and evil reigns... all this violence is courtesy a mere PG-13 rating (thanks, MPAA!)",-0.9582,0.527,0.406,0.068
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Got Wood? Christensen's stiff acting almost sink this digital ship. The last hour is absolutely brilliant.,0.624,0.0,0.786,0.214
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"This one is definitely the best of the three. Fear not, fans. Lucas came through in the clutch.",0.5719,0.127,0.598,0.275
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It's meatier and more daring than [the first two prequels], and earns its place alongside the original Star Wars and The Empire Strikes Back.",-0.2516,0.196,0.641,0.163
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas' attempted apolitical veneer only underlines the point: wars are political, even in movies.",-0.5574,0.217,0.783,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Too bad George Lucas was trying to write a tragedy and not a farce.,-0.7678,0.412,0.47,0.118
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"While it does carry some of the flaws of the first two episodes, it thankfully lives up to its promise to be the darkest film in the series.",0.2263,0.096,0.751,0.153
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas should be barred from touching a typewriter, but, based on his work here, I'd like to see him encouraged to shoot as many fight scenes as possible.",0.0,0.181,0.639,0.181
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"An ideal, convincing finale for this franchise.",0.7269,0.0,0.45,0.55
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas' vision has matured, along with his digital special-effects tools. Lucky for us that the Force was often with him on this one",0.5859,0.0,0.814,0.186
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"You may walk away sad, or even depressed, but it's nothing that a Darth Vader Slurpee can't cheer up.",-0.7752,0.341,0.659,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,...falls down in the one area that it can't afford to - making us feel something at the moment Anakin goes to the Dark Side.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The circle is now complete.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Almost exactly what it needs to be, a powerful middle film to end one trilogy and presage another.",0.4215,0.0,0.851,0.149
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"A slam-bang summer blockbuster. Completes, deepens, and enriches the series beyond the pop-cultural phenomenon it has long-since made for itself.",0.5994,0.0,0.822,0.178
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Acquits the recent stinkiness of the series pretty well. I know, high praise indeed. But consider this - I knew what was going to happen, and I still cared.",0.8957,0.0,0.61,0.39
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Should satisfy all the fans and breed new ones. The Force is strong in this one.,0.743,0.0,0.69,0.31
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Beautifully choreographed, loud, furious and rib-shaking donnybrooks that are weaved of the long-gestating daydreams of fans.",0.0,0.173,0.654,0.173
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Remarkably, Lucas solicits even worse performances than in pictures past; the Mace Windu-Palpatine confrontation ranks amongst the worst acted scenes I've ever seen.",-0.8591,0.322,0.678,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The only disappointment - Natalie Portman does not wear the Princess Leia gold bikini.,-0.5106,0.216,0.784,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Revenge of the Sith is so good, it almost redeems Episode I... Almost.",0.0878,0.187,0.606,0.206
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Not only a perfect bridge to the original trilogy but will draw favorable comparisons to the fabled excellence of The Empire Strikes Back.,0.8898,0.095,0.499,0.405
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"George Lucas is much more interested in the reflection of some planet's third moon on a window than in the other reasons people go to movies, like acting and script.",0.6697,0.0,0.831,0.169
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The film is pretty much wall-to-wall action, with little of the filibusters about trade unions that made Phantom Menace and Clones so irritating.",-0.5949,0.233,0.661,0.106
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Just when you thought it was safe to ridicule everything Star Wars, Lucas returns from his flirtation with the Dark Side by crafting a terrific caper to his monumental series.",0.2732,0.168,0.611,0.221
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"A dark, dramatic, action-packed climax to the trilogy of prequels that's almost good enough to make you forgive The Phantom Menace. Almost.",0.1298,0.124,0.695,0.182
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Like the other two so-called 'prequels', this one still doesn't feel like a Star Wars movie . . .",-0.4956,0.283,0.594,0.124
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"At its best, Revenge of the Sith reaches that plateau where pop is art.",0.25,0.172,0.556,0.273
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"A film that never wields the dramatic impact its plot should demand, and never realises the emotional potential at its dark heart.",-0.2368,0.134,0.866,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"If only this had gotten out of the starting gate a little quicker, it would be an unqualified success.",0.5719,0.0,0.821,0.179
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Episode III suffers from some of the same shortcomings... that its two recent predecessors did, only this time... far less...",-0.4767,0.14,0.86,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"While Lord Lucas has failed to solve the problems that he has demonstrated throughout the sextet, he also has commandingly summited the zenith of what he is good at.",-0.3182,0.168,0.7,0.132
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Revenge of the Sith might be tolerable if it weren't designed to be taken seriously.,-0.6249,0.282,0.718,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Otherwise known as I Was a Teenage Darth Vader, Star Wars III is dull, puerile and underwritten, not that it will matter to its lemming-like legion of fans.",-0.7351,0.207,0.757,0.036
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"For fans it will be nirvana, and for everyone else a welcome relief.",0.7269,0.0,0.621,0.379
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"'Triumphant' is the word I'd use for Sith, particularly for its superb light-saber battles, which rediscover the sheer joy and physicality missing in Star Wars since Han Solo's heyday.",0.1935,0.207,0.592,0.201
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Revenge of the Sith is a brilliant consummation to a promise made a long time ago, far, far away, in a galaxy called 1977.",0.4019,0.128,0.642,0.23
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Revenge of the Sith, though, stands apart from its inert, tech-obsessed predecessors. It feels, at last, like the work of a man with a story to tell.",-0.2263,0.118,0.796,0.087
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Watching Revenge of the Sith, it's hard not to wonder if Lucas even knows how good a movie he almost made.",-0.2263,0.194,0.688,0.117
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The darkest, most operatic, and technologically richest Star Wars movie to date, Sith is grim, stirring entertainment and a nearly complete vindication.",-0.6486,0.321,0.489,0.19
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The movie grabs us from its heart-pounding opening sequence and pulls us inexorably along its trajectory with the grip of the last gruesome act of a Greek tragedy.,-0.6597,0.145,0.855,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Compared to the dog-fight in Star Wars this is like playing Halo instead of Pac Man.,-0.0772,0.172,0.622,0.206
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"George Lucas had lost his way for many years, gone to filmmaking's dark side. But now he's mustered up completely unexpected reserve for a last-minute redemption.",-0.3182,0.087,0.913,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Though flawed, Episode III never betrays the Star Wars legacy.",-0.1901,0.249,0.554,0.197
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Even if this movie is short of perfection, it makes Star Wars complete.",0.0258,0.197,0.601,0.202
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Ultimately, Revenge of the Sith resonates with surprising emotional power and an undeniable sense of finality.",-0.1779,0.169,0.647,0.184
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The finale feels less the inevitable conclusion of some great saga than the predictable mooing of a reliable cash cow.,0.6249,0.0,0.814,0.186
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Revenge of the Sith overcomes its dime-store dialogue and less than convincing performances through the sheer force of its director's vision.,0.0056,0.132,0.697,0.171
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,It's better than Episode I and not quite as good as Episode II. What it isn't is a lot of fun.,0.5556,0.105,0.645,0.25
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"More than a first-rate wrap-up job, it stands on its own as a dazzling piece of showmanship.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Revenge of the Sith completes the big picture and will undoubtedly find favor with a majority of fans. But it isn't a very good movie.,-0.5143,0.21,0.696,0.094
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Revenge of the Sith is more of the same: wildly flamboyant effects serving weak characters, bad acting and obtuse plotting.",-0.8689,0.366,0.634,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Man: 'You're so beautiful.' Woman: 'It's only because I'm so in love.' Man: 'No, it's because I'm so in love with you.' Me: 'Man oh man.'",0.6682,0.0,0.848,0.152
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,George Lucas makes it easy to experience Star Wars: Episode III -- Revenge of the Sith as a rush of deliverance -- even if the movie itself doesn't fully deliver.,-0.6249,0.195,0.724,0.081
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Restore your faith in the Force, this will.",0.6124,0.0,0.545,0.455
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,It's good. I mean really good.,0.7003,0.0,0.341,0.659
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Call it the saga's 'Darth nadir.' Lucas's greatest success in Sith is this: We can't help but sympathize with Anakin as he surrenders to the Dark Side.,0.514,0.053,0.785,0.162
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"I'm still not totally convinced that this is the result of good filmmaking, so much as it simply makes viewers nostalgic for the original trilogy.",0.4069,0.083,0.741,0.175
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,It's all about seeing the story lines of the sloppy prequels finally tie together with the original films. [F]ans will enjoy [watching] everything fall neatly into place.,0.7845,0.0,0.752,0.248
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It's all kind of like comfort food as Episode 3 finally brings you back 'to a galaxy far, far away' that we first met nearly three decades ago.",0.5729,0.0,0.836,0.164
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,...writer/director George Lucas has been promising a darker film and Hayden Christensen's critical vindication. He delivers on the first promise.,0.4019,0.099,0.687,0.215
